Cod_ibge 6 digitos;Cod_ibge;Município;Cod_RA;Região Administrativa;Região de Governo;Região Metropolitana;Subdivisao_RMSP;Macrometropole;Unidades Hidrográficas de Gerenciamento de Recursos Hídricos - URHIS;População 2020;Porte de população 2020;Latitude;Longitude
350010;3500105;Adamantina;691;Região Administrativa de Presidente Prudente;Região de Governo de Adamantina;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;33894;Mais de 20 mil até 50 mil;-21,58;-51,06
350020;3500204;Adolfo;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;3447;Até 5 mil;-21,29;-49,65
350030;3500303;Aguaí;686;Região Administrativa de Campinas;Região de Governo de São João da Boa Vista;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;35608;Mais de 20 mil até 50 mil;-22,05;-47,04
350040;3500402;Águas da Prata;686;Região Administrativa de Campinas;Região de Governo de São João da Boa Vista;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;7797;Mais de 5 mil até 10 mil;-21,91;-46,69
350050;3500501;Águas de Lindóia;686;Região Administrativa de Campinas;Região de Governo de Bragança Paulista;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;18374;Mais de 10 mil até 20 mil;-22,47;-46,60
350055;3500550;Águas de Santa Bárbara;685;Região Administrativa de Sorocaba;Região de Governo de Avaré;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;5931;Mais de 5 mil até 10 mil;-22,86;-49,26
350060;3500600;Águas de São Pedro;686;Região Administrativa de Campinas;Região de Governo de Piracicaba;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;3122;Até 5 mil;-22,60;-47,88
350070;3500709;Agudos;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;36134;Mais de 20 mil até 50 mil;-22,57;-49,11
350075;3500758;Alambari;685;Região Administrativa de Sorocaba;Região de Governo de Itapetininga;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;5779;Mais de 5 mil até 10 mil;-23,55;-47,87
350080;3500808;Alfredo Marcondes;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;3927;Até 5 mil;-21,93;-51,40
350090;3500907;Altair;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;12 - Baixo Pardo/Grande;4036;Até 5 mil;-20,53;-49,09
350100;3501004;Altinópolis;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;04 - Pardo;15553;Mais de 10 mil até 20 mil;-21,02;-47,39
350110;3501103;Alto Alegre;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;4017;Até 5 mil;-21,61;-50,19
350115;3501152;Alumínio;685;Região Administrativa de Sorocaba;Região de Governo de Sorocaba;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;17972;Mais de 10 mil até 20 mil;-23,53;-47,28
350120;3501202;Álvares Florence;689;Região Administrativa de São José do Rio Preto;Região de Governo de Votuporanga;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;3621;Até 5 mil;-20,29;-49,92
350130;3501301;Álvares Machado;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;23789;Mais de 20 mil até 50 mil;-22,13;-51,52
350140;3501400;Álvaro de Carvalho;692;Região Administrativa de Marília;Região de Governo de Marília;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;5044;Mais de 5 mil até 10 mil;-22,09;-49,73
350150;3501509;Alvinlândia;692;Região Administrativa de Marília;Região de Governo de Marília;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;3176;Até 5 mil;-22,45;-49,76
350160;3501608;Americana;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;233458;Mais de 200 mil até 500 mil;-22,72;-47,29
350170;3501707;Américo Brasiliense;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;40243;Mais de 20 mil até 50 mil;-21,72;-48,03
350180;3501806;Américo de Campos;689;Região Administrativa de São José do Rio Preto;Região de Governo de Votuporanga;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;5736;Mais de 5 mil até 10 mil;-20,29;-49,77
350190;3501905;Amparo;686;Região Administrativa de Campinas;Região de Governo de Bragança Paulista;Demais municípios;Demais municípios;Demais municípios;05 - Piracicaba/Capivari/Jundiaí;69639;Mais de 50 mil até 100 mil;-22,70;-46,80
350200;3502002;Analândia;686;Região Administrativa de Campinas;Região de Governo de Rio Claro;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;4850;Até 5 mil;-22,12;-47,68
350210;3502101;Andradina;690;Região Administrativa de Araçatuba;Região de Governo de Andradina;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;56054;Mais de 50 mil até 100 mil;-20,84;-51,33
350220;3502200;Angatuba;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;24501;Mais de 20 mil até 50 mil;-23,44;-48,46
350230;3502309;Anhembi;685;Região Administrativa de Sorocaba;Região de Governo de Botucatu;Demais municípios;Demais municípios;Demais municípios;10 - Tietê/Sorocaba;6672;Mais de 5 mil até 10 mil;-22,80;-48,17
350240;3502408;Anhumas;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;22 - Pontal do Paranapanema;3963;Até 5 mil;-22,36;-51,43
350250;3502507;Aparecida;684;Região Administrativa de São José dos Campos;Região de Governo de Guaratinguetá;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;35709;Mais de 20 mil até 50 mil;-22,91;-45,24
350260;3502606;Aparecida d'Oeste;689;Região Administrativa de São José do Rio Preto;Região de Governo de Jales;Demais municípios;Demais municípios;Demais municípios;18 - São José dos Dourados;4132;Até 5 mil;-20,48;-50,92
350270;3502705;Apiaí;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;24666;Mais de 20 mil até 50 mil;-24,42;-48,82
350275;3502754;Araçariguama;685;Região Administrativa de Sorocaba;Região de Governo de Sorocaba;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;20980;Mais de 20 mil até 50 mil;-23,43;-47,07
350280;3502804;Araçatuba;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;190469;Mais de 100 mil até 200 mil;-21,11;-50,57
350290;3502903;Araçoiaba da Serra;685;Região Administrativa de Sorocaba;Região de Governo de Sorocaba;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;32390;Mais de 20 mil até 50 mil;-23,54;-47,65
350300;3503000;Aramina;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;5496;Mais de 5 mil até 10 mil;-20,14;-47,82
350310;3503109;Arandu;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;6165;Mais de 5 mil até 10 mil;-23,18;-49,06
350315;3503158;Arapeí;684;Região Administrativa de São José dos Campos;Região de Governo de Cruzeiro;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;2471;Até 5 mil;-22,67;-44,44
350320;3503208;Araraquara;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;227618;Mais de 200 mil até 500 mil;-21,79;-48,18
350330;3503307;Araras;686;Região Administrativa de Campinas;Região de Governo de Limeira;Demais municípios;Demais municípios;AUPIRACICABA;09 - Mogi-Guaçu;131057;Mais de 100 mil até 200 mil;-22,35;-47,32
350335;3503356;Arco-Íris;692;Região Administrativa de Marília;Região de Governo de Tupã;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;1816;Até 5 mil;-21,77;-50,43
350340;3503406;Arealva;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;8196;Mais de 5 mil até 10 mil;-22,08;-48,98
350350;3503505;Areias;684;Região Administrativa de São José dos Campos;Região de Governo de Cruzeiro;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;3843;Até 5 mil;-22,67;-44,71
350360;3503604;Areiópolis;685;Região Administrativa de Sorocaba;Região de Governo de Botucatu;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;10857;Mais de 10 mil até 20 mil;-22,63;-48,65
350370;3503703;Ariranha;689;Região Administrativa de São José do Rio Preto;Região de Governo de Catanduva;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;9320;Mais de 5 mil até 10 mil;-21,19;-48,78
350380;3503802;Artur Nogueira;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;52609;Mais de 50 mil até 100 mil;-22,56;-47,13
350390;3503901;Arujá;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Leste;RMSP;06 - Alto Tietê;89744;Mais de 50 mil até 100 mil;-23,39;-46,32
350395;3503950;Aspásia;689;Região Administrativa de São José do Rio Preto;Região de Governo de Jales;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;1765;Até 5 mil;-20,18;-50,73
350400;3504008;Assis;692;Região Administrativa de Marília;Região de Governo de Assis;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;101381;Mais de 100 mil até 200 mil;-22,60;-50,42
350410;3504107;Atibaia;686;Região Administrativa de Campinas;Região de Governo de Bragança Paulista;Demais municípios;Demais municípios;MRBRAGANTINA;05 - Piracicaba/Capivari/Jundiaí;139606;Mais de 100 mil até 200 mil;-23,12;-46,59
350420;3504206;Auriflama;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;18 - São José dos Dourados;14471;Mais de 10 mil até 20 mil;-20,64;-50,58
350430;3504305;Avaí;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;5288;Mais de 5 mil até 10 mil;-22,19;-49,32
350440;3504404;Avanhandava;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;12114;Mais de 10 mil até 20 mil;-21,46;-49,95
350450;3504503;Avaré;685;Região Administrativa de Sorocaba;Região de Governo de Avaré;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;87538;Mais de 50 mil até 100 mil;-23,08;-48,89
350460;3504602;Bady Bassitt;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;16329;Mais de 10 mil até 20 mil;-20,93;-49,44
350470;3504701;Balbinos;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;3704;Até 5 mil;-21,89;-49,33
350480;3504800;Bálsamo;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;8524;Mais de 5 mil até 10 mil;-20,71;-49,55
350490;3504909;Bananal;684;Região Administrativa de São José dos Campos;Região de Governo de Cruzeiro;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;10651;Mais de 10 mil até 20 mil;-22,73;-44,33
350500;3505005;Barão de Antonina;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;3383;Até 5 mil;-23,58;-49,57
350510;3505104;Barbosa;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;7284;Mais de 5 mil até 10 mil;-21,29;-49,92
350520;3505203;Bariri;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;33993;Mais de 20 mil até 50 mil;-22,07;-48,72
350530;3505302;Barra Bonita;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;34914;Mais de 20 mil até 50 mil;-22,48;-48,54
350535;3505351;Barra do Chapéu;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;5530;Mais de 5 mil até 10 mil;-24,44;-49,09
350540;3505401;Barra do Turvo;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;7687;Mais de 5 mil até 10 mil;-24,89;-48,43
350550;3505500;Barretos;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;12 - Baixo Pardo/Grande;118048;Mais de 100 mil até 200 mil;-20,51;-48,65
350560;3505609;Barrinha;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;09 - Mogi-Guaçu;32338;Mais de 20 mil até 50 mil;-21,23;-48,10
350570;3505708;Barueri;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Oeste;RMSP;06 - Alto Tietê;264390;Mais de 200 mil até 500 mil;-23,50;-46,88
350580;3505807;Bastos;692;Região Administrativa de Marília;Região de Governo de Tupã;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;20301;Mais de 20 mil até 50 mil;-21,95;-50,74
350590;3505906;Batatais;695;Região Administrativa de Franca;Região de Governo de Franca;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;08 - Sapucaí/Grande;60222;Mais de 50 mil até 100 mil;-20,87;-47,57
350600;3506003;Bauru;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;364225;Mais de 200 mil até 500 mil;-22,25;-49,13
350610;3506102;Bebedouro;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;12 - Baixo Pardo/Grande;74155;Mais de 50 mil até 100 mil;-20,94;-48,51
350620;3506201;Bento de Abreu;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;2945;Até 5 mil;-21,33;-50,86
350630;3506300;Bernardino de Campos;692;Região Administrativa de Marília;Região de Governo de Ourinhos;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;10787;Mais de 10 mil até 20 mil;-23,03;-49,49
350635;3506359;Bertioga;683;Região Administrativa de Santos;Região de Governo de Santos;Região Metropolitana da Baixada Santista;Demais municípios;RMBS;07 - Baixada Santista;63290;Mais de 50 mil até 100 mil;-23,76;-46,03
350640;3506409;Bilac;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;7816;Mais de 5 mil até 10 mil;-21,43;-50,48
350650;3506508;Birigui;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;121329;Mais de 100 mil até 200 mil;-21,26;-50,35
350660;3506607;Biritiba Mirim;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Leste;RMSP;06 - Alto Tietê;32338;Mais de 20 mil até 50 mil;-23,62;-46,02
350670;3506706;Boa Esperança do Sul;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;14582;Mais de 10 mil até 20 mil;-21,93;-48,46
350680;3506805;Bocaina;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;12135;Mais de 10 mil até 20 mil;-22,10;-48,53
350690;3506904;Bofete;685;Região Administrativa de Sorocaba;Região de Governo de Botucatu;Demais municípios;Demais municípios;Demais municípios;10 - Tietê/Sorocaba;11076;Mais de 10 mil até 20 mil;-23,13;-48,29
350700;3507001;Boituva;685;Região Administrativa de Sorocaba;Região de Governo de Itapetininga;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;57292;Mais de 50 mil até 100 mil;-23,29;-47,67
350710;3507100;Bom Jesus dos Perdões;686;Região Administrativa de Campinas;Região de Governo de Bragança Paulista;Demais municípios;Demais municípios;MRBRAGANTINA;05 - Piracicaba/Capivari/Jundiaí;24291;Mais de 20 mil até 50 mil;-23,17;-46,48
350715;3507159;Bom Sucesso de Itararé;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;3861;Até 5 mil;-24,32;-49,16
350720;3507209;Borá;692;Região Administrativa de Marília;Região de Governo de Tupã;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;812;Até 5 mil;-22,24;-50,50
350730;3507308;Boracéia;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;4759;Até 5 mil;-22,17;-48,79
350740;3507407;Borborema;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;15323;Mais de 10 mil até 20 mil;-21,61;-49,07
350745;3507456;Borebi;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;2579;Até 5 mil;-22,68;-48,99
350750;3507506;Botucatu;685;Região Administrativa de Sorocaba;Região de Governo de Botucatu;Demais municípios;Demais municípios;Demais municípios;10 - Tietê/Sorocaba;141135;Mais de 100 mil até 200 mil;-22,86;-48,47
350760;3507605;Bragança Paulista;686;Região Administrativa de Campinas;Região de Governo de Bragança Paulista;Demais municípios;Demais municípios;MRBRAGANTINA;05 - Piracicaba/Capivari/Jundiaí;163980;Mais de 100 mil até 200 mil;-22,94;-46,56
350770;3507704;Braúna;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;5552;Mais de 5 mil até 10 mil;-21,55;-50,34
350775;3507753;Brejo Alegre;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;2768;Até 5 mil;-21,18;-50,21
350780;3507803;Brodowski;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;04 - Pardo;23943;Mais de 20 mil até 50 mil;-21,05;-47,63
350790;3507902;Brotas;686;Região Administrativa de Campinas;Região de Governo de Rio Claro;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;23850;Mais de 20 mil até 50 mil;-22,27;-48,08
350800;3508009;Buri;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;19678;Mais de 10 mil até 20 mil;-23,75;-48,58
350810;3508108;Buritama;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;16596;Mais de 10 mil até 20 mil;-21,05;-50,20
350820;3508207;Buritizal;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;4307;Até 5 mil;-20,21;-47,69
350830;3508306;Cabrália Paulista;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;4308;Até 5 mil;-22,49;-49,37
350840;3508405;Cabreúva;686;Região Administrativa de Campinas;Região de Governo de Jundiaí;Demais municípios;Demais municípios;AUJUNDIAÍ;10 - Tietê/Sorocaba;49430;Mais de 20 mil até 50 mil;-23,30;-47,08
350850;3508504;Caçapava;684;Região Administrativa de São José dos Campos;Região de Governo de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;91217;Mais de 50 mil até 100 mil;-23,10;-45,71
350860;3508603;Cachoeira Paulista;684;Região Administrativa de São José dos Campos;Região de Governo de Guaratinguetá;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;32231;Mais de 20 mil até 50 mil;-22,70;-44,99
350870;3508702;Caconde;686;Região Administrativa de Campinas;Região de Governo de São João da Boa Vista;Demais municípios;Demais municípios;Demais municípios;04 - Pardo;18854;Mais de 10 mil até 20 mil;-21,54;-46,62
350880;3508801;Cafelândia;688;Região Administrativa de Bauru;Região de Governo de Lins;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;17244;Mais de 10 mil até 20 mil;-21,73;-49,55
350890;3508900;Caiabu;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;4103;Até 5 mil;-21,95;-51,22
350900;3509007;Caieiras;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Norte;RMSP;06 - Alto Tietê;100612;Mais de 100 mil até 200 mil;-23,38;-46,75
350910;3509106;Caiuá;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;22 - Pontal do Paranapanema;5600;Mais de 5 mil até 10 mil;-21,80;-51,99
350920;3509205;Cajamar;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Norte;RMSP;06 - Alto Tietê;77627;Mais de 50 mil até 100 mil;-23,35;-46,87
350925;3509254;Cajati;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;28992;Mais de 20 mil até 50 mil;-24,77;-48,20
350930;3509304;Cajobi;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;10105;Mais de 10 mil até 20 mil;-20,87;-48,84
350940;3509403;Cajuru;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;04 - Pardo;25663;Mais de 20 mil até 50 mil;-21,28;-47,31
350945;3509452;Campina do Monte Alegre;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;5812;Mais de 5 mil até 10 mil;-23,61;-48,44
350950;3509502;Campinas;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;1175501;Mais de 1 milhão;-22,88;-47,04
350960;3509601;Campo Limpo Paulista;686;Região Administrativa de Campinas;Região de Governo de Jundiaí;Demais municípios;Demais municípios;AUJUNDIAÍ;05 - Piracicaba/Capivari/Jundiaí;82842;Mais de 50 mil até 100 mil;-23,22;-46,76
350970;3509700;Campos do Jordão;684;Região Administrativa de São José dos Campos;Região de Governo de Taubaté;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;01 - Mantiqueira;50118;Mais de 50 mil até 100 mil;-22,70;-45,53
350980;3509809;Campos Novos Paulista;692;Região Administrativa de Marília;Região de Governo de Assis;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;4817;Até 5 mil;-22,61;-50,01
350990;3509908;Cananéia;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;12341;Mais de 10 mil até 20 mil;-25,02;-48,01
350995;3509957;Canas;684;Região Administrativa de São José dos Campos;Região de Governo de Guaratinguetá;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;5064;Mais de 5 mil até 10 mil;-22,73;-45,04
351000;3510005;Cândido Mota;692;Região Administrativa de Marília;Região de Governo de Assis;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;30019;Mais de 20 mil até 50 mil;-22,81;-50,42
351010;3510104;Cândido Rodrigues;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;2674;Até 5 mil;-21,34;-48,63
351015;3510153;Canitar;692;Região Administrativa de Marília;Região de Governo de Ourinhos;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;4991;Até 5 mil;-23,02;-49,79
351020;3510203;Capão Bonito;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;46418;Mais de 20 mil até 50 mil;-24,04;-48,29
351030;3510302;Capela do Alto;685;Região Administrativa de Sorocaba;Região de Governo de Itapetininga;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;20542;Mais de 20 mil até 50 mil;-23,47;-47,73
351040;3510401;Capivari;686;Região Administrativa de Campinas;Região de Governo de Piracicaba;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;54231;Mais de 50 mil até 100 mil;-22,98;-47,48
351050;3510500;Caraguatatuba;684;Região Administrativa de São José dos Campos;Região de Governo de Caraguatatuba;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;03 - Litoral Norte;116106;Mais de 100 mil até 200 mil;-23,64;-45,49
351060;3510609;Carapicuíba;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Oeste;RMSP;06 - Alto Tietê;394598;Mais de 200 mil até 500 mil;-23,55;-46,84
351070;3510708;Cardoso;689;Região Administrativa de São José do Rio Preto;Região de Governo de Votuporanga;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;11721;Mais de 10 mil até 20 mil;-20,07;-49,95
351080;3510807;Casa Branca;686;Região Administrativa de Campinas;Região de Governo de São João da Boa Vista;Demais municípios;Demais municípios;Demais municípios;04 - Pardo;29462;Mais de 20 mil até 50 mil;-21,80;-47,09
351090;3510906;Cássia dos Coqueiros;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;04 - Pardo;2495;Até 5 mil;-21,26;-47,14
351100;3511003;Castilho;690;Região Administrativa de Araçatuba;Região de Governo de Andradina;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;20728;Mais de 20 mil até 50 mil;-20,90;-51,57
351110;3511102;Catanduva;689;Região Administrativa de São José do Rio Preto;Região de Governo de Catanduva;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;117206;Mais de 100 mil até 200 mil;-21,13;-48,96
